"tier","id","designation","messier","name_en","name_ja","type","vMag","majorAxisArcmin","con"
"1","NGC3918","NGC 3918","","Blue Planetary","","PN","8.1","0.32","Cen"
"1","NGC3132","NGC 3132","","Eight-Burst Nebula","南のリング星雲","PN","9.2","0.5","Vel"
"1","NGC1555","NGC 1555","","Hind's Nebula","","RN","9.28","1.82","Tau"
"1","NGC6818","NGC 6818","","Little Gem Nebula","","PN","9.3","0.77","Sgr"
"1","NGC4568","NGC 4568","","Butterfly Galaxies","","G","10.8","4.31","Vir"
"1","NGC4651","NGC 4651","","Umbrella Galaxy","","G","10.82","3.87","Com"
"1","NGC1317","NGC 1317","","Fornax B","","G","10.88","3.1","For"
"1","NGC4438","NGC 4438","","Eyes","","G","10.92","9.16","Vir"
"1","NGC4435","NGC 4435","","Eyes","","G","10.96","3.03","Vir"
"1","NGC6905","NGC 6905","","Blue Flash Nebula","","PN","11.1","0.67","Del"
"1","NGC6445","NGC 6445","","Little Gem","","PN","11.2","0.55","Sgr"
"1","NGC4567","NGC 4567","","Butterfly Galaxies","","G","11.32","2.74","Vir"
"1","NGC2685","NGC 2685","","Helix Galaxy","","G","11.35","4.33","UMa"
"1","NGC6309","NGC 6309","","Box Nebula","","PN","11.5","0.26","Oph"
"1","NGC6741","NGC 6741","","Phantom Streak Nebula","","PN","11.5","0.13","Aql"
"1","NGC6537","NGC 6537","","Red Spider Nebula","","PN","11.6","0.17","Sgr"
"1","NGC2537","NGC 2537","","Bear Claw Nebula","","G","11.71","2.07","Lyn"
"1","NGC2261","NGC 2261","","Hubble's Nebula","","RN","11.85","2","Mon"
"1","NGC1049","NGC 1049","","Fornax Dwarf Cluster 3","","GC","12.89","1.2","For"
"2","NGC1788","NGC 1788","","","","RN","5.1","2","Ori"
"2","NGC6164","NGC 6164","","","","EN","6.71","1.41","Nor"
"2","NGC6165","NGC 6165","","","","EN","6.71","2.5","Nor"
"2","NGC2074","NGC 2074","","","","CN","7.8","4","Dor"
"2","NGC2247","NGC 2247","","","","RN","7.8","2","Mon"
"2","NGC6572","NGC 6572","","","","PN","8.1","0.18","Oph"
"2","NGC2182","NGC 2182","","","","RN","8.3","3","Mon"
"2","NGC7027","NGC 7027","","","","PN","8.5","0.23","Cyg"
"2","NGC1999","NGC 1999","","","","RN","8.8","2","Ori"
"2","NGC1955","NGC 1955","","","","EN","8.87","4","Dor"
"2","NGC6590","NGC 6590","","","","RN","9.1","4","Sgr"
"2","IC0127","IC 127","","","","G","9.2","1.69","Cet"
"2","NGC2282","NGC 2282","","","","EN","9.3","3","Mon"
"2","NGC4699","NGC 4699","","","","G","9.53","3.99","Vir"
"2","NGC2060","NGC 2060","","","","SNR","9.59","2.2","Dor"
"2","NGC1535","NGC 1535","","","","PN","9.6","0.85","Eri"
"2","NGC1910","NGC 1910","","","","CN","9.65","3.6","Dor"
"2","NGC6210","NGC 6210","","","","PN","9.65","0.5","Her"
"2","NGC2867","NGC 2867","","","","PN","9.7","0.23","Car"
"2","NGC4494","NGC 4494","","","","G","9.8","4.35","Com"
"2","NGC5315","NGC 5315","","","","PN","9.8","0.1","Cir"
"2","NGC6589","NGC 6589","","","","EN","9.8","4","Sgr"
"2","NGC1858","NGC 1858","","","","CN","9.88","4.4","Dor"
"2","NGC5248","NGC 5248","","","","G","9.97","4.07","Boo"
"2","NGC7507","NGC 7507","","","","G","10.04","3.33","Scl"
"2","NGC1871","NGC 1871","","","","CN","10.09","2.3","Dor"
"2","NGC4473","NGC 4473","","","","G","10.09","4.27","Com"
"2","NGC0720","NGC 720","","","","G","10.14","4.49","Cet"
"2","NGC1543","NGC 1543","","","","G","10.17","3.66","Ret"
"2","NGC5846","NGC 5846","","","","G","10.18","4.27","Vir"
"2","NGC5882","NGC 5882","","","","PN","10.18","0.23","Lup"
"2","IC4406","IC 4406","","","","PN","10.2","0.58","Lup"
"2","NGC4414","NGC 4414","","","","G","10.2","1.95","Com"
"2","NGC4278","NGC 4278","","","","G","10.21","2.89","Com"
"2","NGC5363","NGC 5363","","","","G","10.21","4.17","Vir"
"2","NGC0936","NGC 936","","","","G","10.23","4.44","Cet"
"2","NGC3489","NGC 3489","","","","G","10.23","3.44","Leo"
"2","IC0356","IC 356","","","","G","10.24","4.02","Cam"
"2","NGC1574","NGC 1574","","","","G","10.24","4.13","Ret"
"2","NGC2775","NGC 2775","","","","G","10.24","4.25","Cnc"
"2","NGC4459","NGC 4459","","","","G","10.25","4.17","Com"
"2","NGC3377","NGC 3377","","","","G","10.27","3.87","Leo"
"2","NGC4395","NGC 4395","","","","G","10.29","4.17","CVn"
"2","IC2553","IC 2553","","","","PN","10.3","0.15","Car"
"2","NGC2245","NGC 2245","","","","RN","10.3","2","Mon"
"2","NGC4696","NGC 4696","","","","G","10.3","3.85","Cen"
"2","NGC4477","NGC 4477","","","","G","10.31","3.7","Com"
"2","NGC5061","NGC 5061","","","","G","10.31","3.75","Hya"
"2","NGC0524","NGC 524","","","","G","10.35","3.37","Psc"
"2","NGC0584","NGC 584","","","","G","10.35","3.78","Cet"
"2","NGC3938","NGC 3938","","","","G","10.36","3.55","UMa"
"2","NGC3941","NGC 3941","","","","G","10.37","3.51","UMa"
"2","NGC2655","NGC 2655","","","","G","10.39","3.93","Cam"
"2","IC2448","IC 2448","","","","PN","10.4","0.15","Car"
"2","IC2501","IC 2501","","","","PN","10.4","0.03","Car"
"2","NGC3640","NGC 3640","","","","G","10.41","4.33","Leo"
"2","NGC2080","NGC 2080","","","","EN","10.42","1.7","Dor"
"2","NGC3557","NGC 3557","","","","G","10.42","4.36","Cen"
"2","NGC3631","NGC 3631","","","","G","10.42","3.72","UMa"
"2","NGC4274","NGC 4274","","","","G","10.42","3.63","Com"
"2","NGC1873","NGC 1873","","","","CN","10.44","2.8","Dor"
"2","NGC1326","NGC 1326","","","","G","10.45","4.28","For"
"2","NGC4596","NGC 4596","","","","G","10.46","3.93","Vir"
"2","NGC1947","NGC 1947","","","","G","10.47","3.48","Dor"
"2","NGC4754","NGC 4754","","","","G","10.48","4.16","Vir"
"2","NGC5206","NGC 5206","","","","G","10.49","4.26","Cen"
"2","IC2165","IC 2165","","","","PN","10.5","0.15","CMa"
"2","IC4997","IC 4997","","","","PN","10.5","0.03","Sge"
"2","NGC1934","NGC 1934","","","","CN","10.5","1.9","Dor"
"2","NGC4527","NGC 4527","","","","G","10.5","6.3","Vir"
"2","NGC4664","NGC 4664","","","","G","10.5","4.52","Vir"
"2","NGC6684","NGC 6684","","","","G","10.5","4.19","Pav"
"2","NGC6790","NGC 6790","","","","PN","10.5","0.12","Aql"
"2","NGC6891","NGC 6891","","","","PN","10.5","0.25","Del"
"2","IC4296","IC 4296","","","","G","10.51","4.62","Cen"
"2","NGC2985","NGC 2985","","","","G","10.51","3.61","UMa"
"2","NGC4030","NGC 4030","","","","G","10.51","3.78","Vir"
"2","NGC5566","NGC 5566","","","","G","10.51","5.36","Vir"
"2","NGC1300","NGC 1300","","","","G","10.52","5.96","Eri"
"2","NGC5364","NGC 5364","","","","G","10.52","3.8","Vir"
"2","NGC3412","NGC 3412","","","","G","10.53","3.96","Leo"
"2","NGC5813","NGC 5813","","","","G","10.53","4.13","Vir"
"2","IC1459","IC 1459","","","","G","10.54","4.61","Gru"
"2","NGC3109","NGC 3109","","","","G","10.54","16","Hya"
"2","NGC6221","NGC 6221","","","","G","10.54","4.84","Ara"
"2","NGC0404","NGC 404","","","","G","10.55","3.4","And"
"2","NGC3359","NGC 3359","","","","G","10.55","4.07","UMa"
"2","NGC5746","NGC 5746","","","","G","10.55","7.24","Vir"
"2","NGC7049","NGC 7049","","","","G","10.55","3.94","Ind"
"2","NGC2217","NGC 2217","","","","G","10.57","4.63","CMa"
"2","NGC3486","NGC 3486","","","","G","10.57","5.82","LMi"
"2","NGC4096","NGC 4096","","","","G","10.57","5.65","UMa"
"2","NGC4314","NGC 4314","","","","G","10.57","3.7","Com"
"2","NGC4457","NGC 4457","","","","G","10.57","2.79","Vir"
"2","NGC4546","NGC 4546","","","","G","10.57","3.16","Vir"
"2","NGC2663","NGC 2663","","","","G","10.59","3.9","Pyx"
"2","NGC4958","NGC 4958","","","","G","10.59","4.79","Vir"
"2","NGC6868","NGC 6868","","","","G","10.59","3.58","Tel"
"2","IC3568","IC 3568","","","","PN","10.6","0.38","Cam"
"2","IC4191","IC 4191","","","","PN","10.6","0.08","Mus"
"2","NGC1055","NGC 1055","","","","G","10.6","6.92","Cet"
"2","NGC1084","NGC 1084","","","","G","10.6","3.4","Eri"
"2","NGC1559","NGC 1559","","","","G","10.6","4.19","Ret"
"2","NGC4088","NGC 4088","","","","G","10.6","7.01","UMa"
"2","NGC4442","NGC 4442","","","","G","10.6","4.32","Vir"
"2","NGC1948","NGC 1948","","","","CN","10.61","7","Dor"
"2","NGC3166","NGC 3166","","","","G","10.62","4.5","Sex"
"2","NGC4105","NGC 4105","","","","G","10.62","4.33","Hya"
"2","NGC4856","NGC 4856","","","","G","10.62","4.25","Vir"
"2","NGC1302","NGC 1302","","","","G","10.63","4.27","For"
"2","NGC2442","NGC 2442","","","","G","10.63","4.68","Vol"
"2","NGC3608","NGC 3608","","","","G","10.63","3.18","Leo"
"2","NGC3893","NGC 3893","","","","G","10.63","2.69","UMa"
"2","NGC6384","NGC 6384","","","","G","10.63","2.45","Oph"
"2","NGC2835","NGC 2835","","","","G","10.64","6.43","Hya"
"2","NGC2986","NGC 2986","","","","G","10.64","4.81","Hya"
"2","NGC5078","NGC 5078","","","","G","10.64","2.56","Hya"
"2","NGC7727","NGC 7727","","","","G","10.64","3.61","Aqr"
"2","NGC1533","NGC 1533","","","","G","10.65","3.27","Dor"
"2","NGC3962","NGC 3962","","","","G","10.65","4.17","Crt"
"2","NGC4643","NGC 4643","","","","G","10.65","2.24","Vir"
"2","NGC4698","NGC 4698","","","","G","10.65","3.81","Vir"
"2","NGC1367","NGC 1367","","","","G","10.66","4.88","For"
"2","NGC3136","NGC 3136","","","","G","10.67","4.2","Car"
"2","IC5152","IC 5152","","","","G","10.68","5.13","Ind"
"2","NGC2336","NGC 2336","","","","G","10.68","5.01","Cam"
"2","NGC2146","NGC 2146","","","","G","10.69","5.31","Cam"
"2","IC0143","IC 143","","","","EN","10.7","0.3","Tri"
"2","IC1297","IC 1297","","","","PN","10.7","0.12","CrA"
"2","IC4593","IC 4593","","","","PN","10.7","0.66","Her"
"2","NGC1425","NGC 1425","","","","G","10.7","4.91","For"
"2","NGC3211","NGC 3211","","","","PN","10.7","0.27","Car"
"2","NGC3718","NGC 3718","","","","G","10.7","4.7","UMa"
"2","NGC6644","NGC 6644","","","","PN","10.7","0.04","Sgr"
"2","NGC6857","NGC 6857","","","","EN","10.7","0.63","Cyg"
"2","NGC7008","NGC 7008","","","","PN","10.7","1.43","Cyg"
"2","NGC4710","NGC 4710","","","","G","10.71","4.39","Com"
"2","NGC4936","NGC 4936","","","","G","10.71","2.85","Cen"
"2","NGC5005","NGC 5005","","","","G","10.71","4.82","CVn"
"2","NGC1537","NGC 1537","","","","G","10.72","4.35","Eri"
"2","NGC3898","NGC 3898","","","","G","10.72","3.47","UMa"
"2","NGC4589","NGC 4589","","","","G","10.74","2.93","Dra"
"2","NGC1387","NGC 1387","","","","G","10.75","3.01","For"
"2","NGC3245","NGC 3245","","","","G","10.75","3.61","LMi"
"2","NGC3810","NGC 3810","","","","G","10.75","3.35","Leo"
"2","NGC3945","NGC 3945","","","","G","10.75","5.55","UMa"
"2","NGC4666","NGC 4666","","","","G","10.75","4.97","Vir"
"2","NGC0821","NGC 821","","","","G","10.77","2.45","Ari"
"2","NGC3610","NGC 3610","","","","G","10.77","2.39","UMa"
"2","NGC4251","NGC 4251","","","","G","10.77","2.34","Com"
"2","NGC5266","NGC 5266","","","","G","10.77","2.92","Cen"
"2","NGC5419","NGC 5419","","","","G","10.77","3.98","Cen"
"2","IC2149","IC 2149","","","","PN","10.78","0.14","Aur"
"2","NGC4026","NGC 4026","","","","G","10.78","4.41","UMa"
"2","NGC4618","NGC 4618","","","","G","10.78","3.56","CVn"
"2","NGC5044","NGC 5044","","","","G","10.78","3.66","Vir"
"2","NGC3904","NGC 3904","","","","G","10.79","3.47","Hya"
"2","NGC5054","NGC 5054","","","","G","10.79","5.04","Vir"
"2","IC1470","IC 1470","","","","EN","10.8","1.8","Cep"
"2","IC4776","IC 4776","","","","PN","10.8","0.12","Sgr"
"2","NGC1527","NGC 1527","","","","G","10.8","4.58","Hor"
"2","NGC2438","NGC 2438","","","","PN","10.8","1.07","Pup"
"2","NGC1201","NGC 1201","","","","G","10.81","3.41","For"
"2","NGC2566","NGC 2566","","","","G","10.81","3.98","Pup"
"2","NGC3613","NGC 3613","","","","G","10.81","3.55","UMa"
"2","NGC4111","NGC 4111","","","","G","10.81","1.78","CVn"
"2","NGC5838","NGC 5838","","","","G","10.81","3.86","Vir"
"2","NGC2103","NGC 2103","","","","EN","10.82","4","Men"
"2","NGC2083","NGC 2083","","","","EN","10.83","2","Dor"
"2","NGC3665","NGC 3665","","","","G","10.83","4.06","UMa"
"2","NGC4371","NGC 4371","","","","G","10.83","3.88","Vir"
"2","NGC6876","NGC 6876","","","","G","10.83","3.46","Pav"
"2","NGC4036","NGC 4036","","","","G","10.84","4.85","UMa"
"2","NGC7689","NGC 7689","","","","G","10.84","3.1","Phe"
"2","NGC0278","NGC 278","","","","G","10.85","2.36","Cas"
"2","NGC1637","NGC 1637","","","","G","10.85","3.18","Eri"
"2","NGC5018","NGC 5018","","","","G","10.85","3.49","Vir"
"2","NGC2681","NGC 2681","","","","G","10.86","3.97","UMa"
"2","NGC4350","NGC 4350","","","","G","10.87","2.8","Com"
"2","NGC4450","NGC 4450","","","","G","10.87","5.46","Com"
"2","NGC7090","NGC 7090","","","","G","10.87","8.15","Ind"
"2","NGC1427","NGC 1427","","","","G","10.88","4.33","For"
"2","NGC3338","NGC 3338","","","","G","10.88","1.23","Leo"
"2","NGC2018","NGC 2018","","","","EN","10.89","2.8","Men"
"2","NGC2078","NGC 2078","","","","EN","10.89","1.2","Dor"
"2","NGC2974","NGC 2974","","","","G","10.89","3.48","Sex"
"2","NGC3169","NGC 3169","","","","G","10.89","4.34","Sex"
"2","NGC3949","NGC 3949","","","","G","10.89","2.26","UMa"
"2","NGC4267","NGC 4267","","","","G","10.89","2.55","Vir"
"2","IC4634","IC 4634","","","","PN","10.9","0.14","Oph"
"2","NGC4361","NGC 4361","","","","PN","10.9","1.05","Crv"
"2","NGC5576","NGC 5576","","","","G","10.9","2.83","Vir"
"2","NGC6153","NGC 6153","","","","PN","10.9","0.4","Sco"
"2","NGC6884","NGC 6884","","","","PN","10.9","0.1","Cyg"
"2","NGC7026","NGC 7026","","","","PN","10.9","0.33","Cyg"
"2","NGC0986","NGC 986","","","","G","10.91","3.77","For"
"2","NGC1964","NGC 1964","","","","G","10.91","5.16","Lep"
"2","NGC3593","NGC 3593","","","","G","10.91","4.69","Leo"
"2","NGC0672","NGC 672","","","","G","10.92","7.01","Tri"
"2","NGC1187","NGC 1187","","","","G","10.92","4.14","Eri"
"2","NGC2090","NGC 2090","","","","G","10.92","4.47","Col"
"2","NGC3348","NGC 3348","","","","G","10.92","2.13","UMa"
"2","NGC4373","NGC 4373","","","","G","10.92","3.98","Cen"
"2","NGC3887","NGC 3887","","","","G","10.93","3.27","Crt"
"2","NGC4179","NGC 4179","","","","G","10.93","4.48","Vir"
"2","NGC4689","NGC 4689","","","","G","10.93","3.82","Com"
"2","NGC1448","NGC 1448","","","","G","10.94","8.02","Hor"
"2","NGC2859","NGC 2859","","","","G","10.94","3.19","LMi"
"2","NGC0596","NGC 596","","","","G","10.95","2.14","Cet"
"2","NGC3223","NGC 3223","","","","G","10.96","4.28","Ant"
"2","IC4329","IC 4329","","","","G","10.97","4.74","Cen"
"2","NGC1600","NGC 1600","","","","G","10.97","3.33","Eri"
"2","NGC3705","NGC 3705","","","","G","10.97","4.31","Leo"
"2","NGC4503","NGC 4503","","","","G","10.97","3.48","Vir"
"2","NGC4845","NGC 4845","","","","G","10.97","5.5","Vir"
"2","NGC7205","NGC 7205","","","","G","10.97","3.7","Tuc"
"2","NGC3626","NGC 3626","","","","G","10.98","2.94","Leo"
"2","NGC3690B","NGC 3690B","","","","G","10.98","2.4","UMa"
"2","NGC7457","NGC 7457","","","","G","10.98","3.95","Peg"
"2","NGC1515","NGC 1515","","","","G","10.99","5.5","Dor"
"2","NGC2035","NGC 2035","","","","EN","10.99","1.8","Dor"
"2","NGC4691","NGC 4691","","","","G","10.99","3.03","Vir"
"2","IC5148","IC 5148","","","","PN","11","2.3","Gru"
"2","NGC3091","NGC 3091","","","","G","11","3.69","Hya"
"2","NGC3877","NGC 3877","","","","G","11","5.36","UMa"
"2","NGC5850","NGC 5850","","","","G","11","3.35","Vir"
"2","NGC5873","NGC 5873","","","","PN","11","0.12","Lup"
"2","NGC6563","NGC 6563","","","","PN","11","0.79","Sgr"
"2","NGC6567","NGC 6567","","","","PN","11","0.13","Sgr"
"2","NGC7144","NGC 7144","","","","G","11","3.41","Gru"
"2","NGC7184","NGC 7184","","","","G","11","5.98","Aqr"
"2","NGC7606","NGC 7606","","","","G","11","5.26","Aqr"
"2","NGC4984","NGC 4984","","","","G","11.01","3.37","Vir"
"2","NGC5474","NGC 5474","","","","G","11.01","2.39","UMa"
"2","NGC7640","NGC 7640","","","","G","11.01","8.09","And"
"2","NGC1087","NGC 1087","","","","G","11.02","2.97","Cet"
"2","NGC1379","NGC 1379","","","","G","11.02","2.66","For"
"2","NGC2640","NGC 2640","","","","G","11.02","4.67","Car"
"2","NGC3193","NGC 3193","","","","G","11.02","2.36","Leo"
"2","NGC3250","NGC 3250","","","","G","11.02","2.96","Ant"
"2","NGC3511","NGC 3511","","","","G","11.02","6.04","Crt"
"2","NGC4388","NGC 4388","","","","G","11.02","5.38","Vir"
"2","NGC4461","NGC 4461","","","","G","11.02","3.61","Vir"
"2","NGC5353","NGC 5353","","","","G","11.02","2.37","CVn"
"2","NGC5557","NGC 5557","","","","G","11.02","2.28","Boo"
"2","NGC5585","NGC 5585","","","","G","11.02","4.27","UMa"
"2","NGC5921","NGC 5921","","","","G","11.02","3.02","Se1"
"2","NGC1385","NGC 1385","","","","G","11.03","3.4","For"
"2","NGC2950","NGC 2950","","","","G","11.03","2.62","UMa"
"2","NGC4242","NGC 4242","","","","G","11.03","3.8","CVn"
"2","NGC4394","NGC 4394","","","","G","11.03","3.48","Com"
"2","NGC7582","NGC 7582","","","","G","11.03","6.95","Gru"
"2","NGC1052","NGC 1052","","","","G","11.04","2.94","Cet"
"2","NGC2293","NGC 2293","","","","G","11.04","4.41","CMa"
"2","NGC4469","NGC 4469","","","","G","11.04","2.86","Vir"
"2","NGC6753","NGC 6753","","","","G","11.04","2.97","Pav"
"2","NGC6861","NGC 6861","","","","G","11.04","3.18","Tel"
"2","NGC7418","NGC 7418","","","","G","11.04","3.66","Gru"
"2","NGC1073","NGC 1073","","","","G","11.05","3.54","Cet"
"2","NGC2855","NGC 2855","","","","G","11.05","3.45","Hya"
"2","NGC3189","NGC 3189","","","","G","11.05","3.64","Leo"
"2","NGC7332","NGC 7332","","","","G","11.05","2.95","Peg"
"2","NGC1400","NGC 1400","","","","G","11.06","2.81","Eri"
"2","NGC2207","NGC 2207","","","","G","11.06","4.86","CMa"
"2","NGC4419","NGC 4419","","","","G","11.06","3.89","Com"
"2","NGC7619","NGC 7619","","","","G","11.06","2.53","Peg"
"2","NGC0864","NGC 864","","","","G","11.07","3.72","Cet"
"2","NGC5982","NGC 5982","","","","G","11.07","3.07","Dra"
"2","NGC4041","NGC 4041","","","","G","11.08","2.57","UMa"
"2","NGC4608","NGC 4608","","","","G","11.08","2.88","Vir"
"2","NGC4866","NGC 4866","","","","G","11.08","5.77","Vir"
"2","IC2469","IC 2469","","","","G","11.09","5.79","Pyx"
"2","NGC0578","NGC 578","","","","G","11.09","4.82","Cet"
"2","NGC3414","NGC 3414","","","","G","11.09","2.67","LMi"
"2","NGC4100","NGC 4100","","","","G","11.09","4.56","UMa"
"2","IC2128","IC 2128","","","","CN","11.1","4.8","Dor"
"2","IC4662","IC 4662","","","","G","11.1","2.09","Pav"
"2","NGC4208","NGC 4208","","","","G","11.1","2.8","Com"
"2","NGC4709","NGC 4709","","","","G","11.1","3.09","Cen"
"2","IC2163","IC 2163","","","","G","11.11","3.37","CMa"
"2","IC5250A","IC 5250A","","","","G","11.11","1.51","Tuc"
"2","NGC1569","NGC 1569","","","","G","11.11","3.91","Cam"
"2","NGC4261","NGC 4261","","","","G","11.11","4.25","Vir"
"2","NGC4448","NGC 4448","","","","G","11.11","1.58","Com"
"2","NGC4570","NGC 4570","","","","G","11.11","3.88","Vir"
"2","NGC4995","NGC 4995","","","","G","11.11","2.43","Vir"
"2","NGC6340","NGC 6340","","","","G","11.11","3.04","Dra"
"2","NGC6643","NGC 6643","","","","G","11.11","3.32","Dra"
"2","NGC0210","NGC 210","","","","G","11.12","4.98","Cet"
"2","NGC2280","NGC 2280","","","","G","11.12","6.53","CMa"
"2","NGC2380","NGC 2380","","","","G","11.12","2.52","CMa"
"2","NGC4638","NGC 4638","","","","G","11.12","2.31","Vir"
"2","NGC7145","NGC 7145","","","","G","11.12","2.95","Gru"
"2","NGC7626","NGC 7626","","","","G","11.12","2.5","Peg"
"2","NGC2292","NGC 2292","","","","G","11.13","4.34","CMa"
"2","NGC5087","NGC 5087","","","","G","11.13","2.99","Vir"
"2","NGC5483","NGC 5483","","","","G","11.13","3.42","Cen"
"2","NGC7177","NGC 7177","","","","G","11.13","2.85","Peg"
"2","NGC1374","NGC 1374","","","","G","11.14","2.86","For"
"2","NGC1596","NGC 1596","","","","G","11.14","3.87","Dor"
"2","NGC2549","NGC 2549","","","","G","11.14","3.63","Lyn"
"2","NGC4062","NGC 4062","","","","G","11.15","4.14","UMa"
"2","NGC4340","NGC 4340","","","","G","11.15","2.82","Com"
"2","NGC7213","NGC 7213","","","","G","11.15","4.84","Gru"
"2","NGC1700","NGC 1700","","","","G","11.16","3.11","Eri"
"2","NGC2300","NGC 2300","","","","G","11.16","3.05","Cep"
"2","NGC3078","NGC 3078","","","","G","11.16","3.04","Hya"
"2","NGC6215","NGC 6215","","","","G","11.16","2.64","Ara"
"2","NGC6907","NGC 6907","","","","G","11.16","3.33","Cap"
"2","NGC1255","NGC 1255","","","","G","11.17","4.05","For"
"2","NGC2366","NGC 2366","","","","G","11.17","4.37","Cam"
"2","NGC3423","NGC 3423","","","","G","11.17","3.56","Sex"
"2","NGC4027","NGC 4027","","","","G","11.17","3.54","Crv"
"2","NGC6015","NGC 6015","","","","G","11.17","5.81","Dra"
"2","IC3370","IC 3370","","","","G","11.18","3.12","Cen"
"2","NGC0289","NGC 289","","","","G","11.18","3.36","Scl"
"2","NGC2325","NGC 2325","","","","G","11.18","3.97","CMa"
"2","NGC7713","NGC 7713","","","","G","11.18","4.91","Scl"
"2","IC4765","IC 4765","","","","G","11.19","3.79","Pav"
"2","NGC1411","NGC 1411","","","","G","11.19","2.45","Hor"
"2","NGC2196","NGC 2196","","","","G","11.19","2.77","Lep"
"2","NGC2935","NGC 2935","","","","G","11.19","4.21","Hya"
"2","NGC5530","NGC 5530","","","","G","11.19","4.86","Lup"
"2","NGC7377","NGC 7377","","","","G","11.19","3.92","Aqr"
"2","NGC7410","NGC 7410","","","","G","11.19","6.01","Gru"
"2","IC0239","IC 239","","","","G","11.2","4.25","And"
"2","IC1266","IC 1266","","","","PN","11.2","0.16","Ara"
"2","IC2621","IC 2621","","","","PN","11.2","0.08","Car"
"2","NGC1487 NED01","NGC 1487 NED01","","","","G","11.2","2.34","Eri"
"2","NGC2371","NGC 2371","","","","PN","11.2","2.2","Gem"
"2","NGC3646","NGC 3646","","","","G","11.2","3.09","Leo"
"2","NGC4136","NGC 4136","","","","G","11.2","2.34","Com"
"2","NGC4742","NGC 4742","","","","G","11.2","2.14","Vir"
"2","NGC5307","NGC 5307","","","","PN","11.2","0.21","Cen"
"2","NGC5701","NGC 5701","","","","G","11.2","2","Vir"
"2","NGC0779","NGC 779","","","","G","11.21","1.35","Cet"
"2","NGC0988","NGC 988","","","","G","11.21","4.33","Cet"
"2","NGC5638","NGC 5638","","","","G","11.21","1.94","Vir"
"2","NGC7723","NGC 7723","","","","G","11.21","3.29","Aqr"
"2","IC4889","IC 4889","","","","G","11.22","2.99","Tel"
"2","NGC1042","NGC 1042","","","","G","11.22","3.87","Cet"
"2","NGC4145","NGC 4145","","","","G","11.22","4.62","CVn"
"2","NGC4417","NGC 4417","","","","G","11.22","3.09","Vir"
"2","NGC5676","NGC 5676","","","","G","11.22","3.59","Boo"
"2","NGC7314","NGC 7314","","","","G","11.22","4.21","PsA"
"2","IC2051","IC 2051","","","","G","11.23","2.86","Men"
"2","NGC3717","NGC 3717","","","","G","11.23","6.52","Hya"
"2","NGC4217","NGC 4217","","","","G","11.23","5.43","CVn"
"2","NGC5170","NGC 5170","","","","G","11.23","7.96","Vir"
"2","NGC5812","NGC 5812","","","","G","11.23","2.66","Lib"
"2","NGC1923","NGC 1923","","","","CN","11.24","0.95","Dor"
"2","NGC3892","NGC 3892","","","","G","11.24","3.08","Crt"
"2","NGC7083","NGC 7083","","","","G","11.24","3.56","Ind"
"2","NGC1058","NGC 1058","","","","G","11.25","2.47","Per"
"2","NGC2787","NGC 2787","","","","G","11.25","3.24","UMa"
"2","NGC7531","NGC 7531","","","","G","11.25","4.11","Gru"
"2","NGC0741","NGC 741","","","","G","11.26","2.83","Psc"
"2","NGC1743","NGC 1743","","","","EN","11.26","0.95","Dor"
"2","NGC3175","NGC 3175","","","","G","11.26","5.25","Ant"
"2","NGC4564","NGC 4564","","","","G","11.26","3.13","Vir"
"2","NGC4902","NGC 4902","","","","G","11.26","2.63","Vir"
"2","NGC5792","NGC 5792","","","","G","11.26","3.55","Lib"
"2","NGC3432","NGC 3432","","","","G","11.27","7.41","LMi"
"2","NGC4660","NGC 4660","","","","G","11.27","2.09","Vir"
"2","NGC4941","NGC 4941","","","","G","11.27","3.29","Vir"
"2","NGC5377","NGC 5377","","","","G","11.27","3.64","CVn"
"2","NGC5903","NGC 5903","","","","G","11.27","3","Lib"
"2","NGC7741","NGC 7741","","","","G","11.27","3.63","Peg"
"2","IC5325","IC 5325","","","","G","11.28","2.88","Phe"
"2","NGC5090","NGC 5090","","","","G","11.28","3.51","Cen"
"2","NGC7192","NGC 7192","","","","G","11.28","2.42","Ind"
"2","IC1029","IC 1029","","","","G","11.29","2.78","Boo"
"2","NGC0660","NGC 660","","","","G","11.29","4.57","Psc"
"2","NGC4157","NGC 4157","","","","G","11.29","6.22","UMa"
"2","NGC4378","NGC 4378","","","","G","11.29","2.09","Vir"
"2","NGC4380","NGC 4380","","","","G","11.29","3.35","Vir"
"2","NGC4571","NGC 4571","","","","G","11.29","3.56","Com"
"2","IC2105","IC 2105","","","","CN","11.3","0.65","Dor"
"2","IC5217","IC 5217","","","","PN","11.3","0.11","Lac"
"2","NGC1511","NGC 1511","","","","G","11.3","3.66","Hyi"
"2","NGC1877","NGC 1877","","","","EN","11.3","1.1","Dor"
"2","NGC3059","NGC 3059","","","","G","11.3","3.8","Car"
"2","NGC3699","NGC 3699","","","","PN","11.3","0.75","Cen"
"2","NGC3706","NGC 3706","","","","G","11.3","3.1","Cen"
"2","NGC4106","NGC 4106","","","","G","11.3","4.14","Hya"
"2","NGC6629","NGC 6629","","","","PN","11.3","0.26","Sgr"
"2","NGC7013","NGC 7013","","","","G","11.3","4.16","Cyg"
"2","NGC7041","NGC 7041","","","","G","11.3","3.46","Ind"
